ticket_id,passenger_type,channel,variant,price_jpy,price_raw
osaka04,大人,,,620,大人：620円
osakametoro92,大人,,,670,大人：670円
osakametoro94,大人,,,1000,"大人：1,000円"
osakametoro94,小人,,,500,小人：500円
osakametoro95,大人,,,1700,"大人：1,700円"
osakametoro95,小人,,,850,小人：850円
osakametoro96,大人,,,1500,"大人：1,500円"
osakametoro51,大人,,,2660,"大人：2,660円"
osakametoro51,小人,,,1380,"小人：1,380円"
osakametoro98,大人,,,2800,"大人：2,800円"
osakametoro83,大人,,,2800,"大人：2,800円"
osakametoro99,大人,,,1100,"大人：1,100円"
kitakyu91,大人,,,2400,"大人：2,400円"
kitakyu92,大人,,,2820,"大人：2,820円"
kitakyu92,小人,,,1460,"小人：1,460円"
osakamono96,大人,,,700,大人：700円
osakamono96,小人,,,300,小人：300円
osakamono97,大人,,,600,大人：600円
osakamono90,中学生,,,1700,"中学生：1,700円"
osakamono90,小人,,,1400,"小人：1,400円"
osakamono98,大人,,,1000,"大人：1,000円"
osakamono52,大人,,,2530,"大人：2,530円"
osakamono52,小人,,,1310,"小人：1,310円"
nankai102,大人,,,2500,"大人：2,500円"
nankai104,大人,,,1700,"大人：1,700円"
nankai100,大人,,,3900,"大人：3,900円"
nankai99,大人,,,2700,"大人：2,700円"
nankai99,小人,,,500,小人：500円
nankai105,大人,,,2500,"大人：2,500円"
nankai106,大人,,,1000,"大人：1,000円"
nankai92,大人,,,1150,"大人：1,150円"
nankai92,小人,,,350,小人：350円
nankai91,大人,,,2200,"大人：2,200円"
hankai02,大人,,,700,大人：700円
hankai02,小人,,,350,小人：350円
hankai03,大人,,,680,大人：680円
hankai03,小人,,,340,小人：340円
sakai04,大人,,,800,大人：800円
sakai04,小人,,,400,小人：400円
sakai03,大人,,,600,大人：600円
sakai03,小人,,,300,小人：300円
mizuma01,大人,,,660,大人：660円
mizuma01,小人,,,330,小人：330円
mizuma03,大人,,,360,大人：360円
mizuma93,大人,,,660,大人：660円
mizuma93,小人,,,330,小人：330円
wakayama01,大人,,,800,大人：800円
wakayama01,小人,,,400,小人：400円
wakayama94,大人,,,1500,"大人：1,500円"
wakayama94,小人,,,1100,"小人：1,100円"
kobe01,大人,,,1220,"大人 1,220円"
kobe01,小人,,,610,小人 610円
kobe02,大人,,,710,大人 710円
kobe02,小人,,,360,小人 360円
kobe03,大人,,,550,大人 550円
kobe03,小人,,,280,小人 280円
kobecity04,大人,,,980,大人：980円
kobecity02,大人,,,830,大人：830円
kobecity01,大人,,,1040,"大人：1,040円"
kobecity83,大人,,,700,大人：700円
kobecity84,中学生,,,0,中学生：0円
shintetu94,大人,,,1400,"大人：1,400円"
shintetu94,小人,,,1000,"小人：1,000円"
shintetu94,大人,,,2000,"大人：2,000円"
sanyo98,大人,,,1510,"大人：1,510円"
sanyo98,大人,,,1700,"大人：1,700円"
sanyo98,大人,,,1950,"大人：1,950円"
sanyo98,大人,,,2000,"大人：2,000円"
shintetu81,大人,,,2100,"大人：2,100円"
kobecity92,大人,,,1000,"大人：1,000円"
shintetu92,大人,,,1000,"大人：1,000円"
shintetu93,大人,,,930,大人：930円
shintetu82,大人,,,1000,"大人：1,000円"
shintetu91,大人,,,1100,"大人：1,100円"
sanhime5,大人,,,8500,"大人：8,500円"
sanyo97,大人,,,2500,"大人：2,500円"
sanyo99,大人,,,1000,"大人：1,000円"
sanyo99,小人,,,0,小人：0円
sanyo90,大人,,,1600,"大人：1,600円"
hojo01,大人,,,1000,"大人：1,000円"
hojo01,小人,,,500,小人：500円
jrwest79,大人,,,3600,"大人：3,600円"
jrwest79,小人,,,1800,"小人：1,800円"
jrwest66,大人,,,4300,"大人：4,300円"
jrwest66,小人,,,2150,"小人：2,150円"
jrwest49,大人,,,3240,"大人：3,240円"
jrwest49,小人,,,1620,"小人：1,620円"
jrwest68,大人,,,3800,"大人：3,800円"
jrwest68,小人,,,1750,"小人：1,750円"
jrwest166,大人,,,2500,"大人：2,500円"
jrwest166,小人,,,1250,"小人：1,250円"
jrwest61,大人,,,4400,"大人：4,400円"
jrwest61,小人,,,2200,"小人：2,200円"
jrwest62,大人,,,4100,"大人：4,100円"
jrwest62,小人,,,2150,"小人：2,150円"
jrwest301,大人,,,14500,"大人：14,500円"
jrwest301,小人,,,7250,"小人：7,250円"
jrwest69,大人,,,3500,"大人：3,500円"
jrwest69,小人,,,1750,"小人：1,750円"
jrwest58,大人,,,3500,"大人：3,500円"
jrwest58,小人,,,1750,"小人：1,750円"
jrwest85,大人,,,5000,"大人：5,000円"
jrwest85,小人,,,2500,"小人：2,500円"
jrwest132,大人,,,3000,"大人：3,000円"
jrwest132,小人,,,1500,"小人：1,500円"
jrwest133,大人,,,5000,"大人：5,000円"
jrwest133,小人,,,1800,"小人：1,800円"
jrwest148,大人,,,700,大人：700円
jrwest148,小人,,,350,小人：350円
jrwest165,大人,,,1500,"大人：1,500円"
jrwest165,小人,,,750,小人：750円
jrwest140,大人,,,2220,"大人：2,220円"
jrwest140,小人,,,1850,"小人：1,850円"
jrwest57,大人,,,2000,"大人：2,000円"
jrwest57,小人,,,1000,"小人：1,000円"
jrwest130,大人,,,1500,"大人：1,500円"
tizukyu11,大人,,,2000,"大人：2,000円"
tizukyu11,小人,,,1000,"小人：1,000円"
wakasa01,大人,,,760,大人：760円
wakasa01,大人,,,500,大人：500円
wakasa03,大人,,,1800,"大人：1,800円"
wakasa02,,,,760,"760円 (大人１名＋小人１名) 
 2024年1月6日〜2024年2月25日は、380円"
itibata01,大人,,,1800,"大人：1,800円"
itibata01,小人,,,900,小人：900円
itibata02,大人,,,1700,"大人：1,700円"
itibata04,大人,,,2300,"大人：2,300円"
itibata04,中学生,,,1800,"中学生：1,800円"
itibata04,小人,,,1200,"小人：1,200円"
itibata05,大人,,,1900,"大人：1,900円"
itibata06,大人,,,3500,"大人：3,500円"
itibata06,小人,,,1750,"小人：1,750円"
itibata92,大人,,,500,大人：500円
itibata92,小人,,,250,小人：250円
okaden02,大人,,,400,大人：400円
okaden02,小人,,,200,小人：200円
okaden97,大人,,,400,大人：400円
okaden97,小人,,,200,小人：200円
okaden98,大人,,,800,大人：800円
okaden98,小人,,,600,小人：600円
okaden94,中学生,,,3100,"中学生：3,100円"
okaden94,小学生,,,2100,"小学生2,100円"
mizushima01,大人,,,800,大人：800円
mizushima01,小人,,,400,小人：400円
ibara12,大人,,,1700,"大人：1,700円"
ibara12,小人,,,850,小人：850円
ibara91,大人,,,500,大人：500円
ibara91,小人,,,300,小人：300円
astrum01,大人,,,900,大人：900円
astrum01,小人,,,450,小人：450円
astrum11,大人,,,630,大人：630円
astrum11,小人,,,320,小人：320円
hiroden01,大人,,,700,大人：700円
hiroden01,小人,,,350,小人：350円
hiroden03,大人,,,600,大人：600円
hiroden03,小人,,,300,小人：300円
hiroden03,大人,,,700,大人：700円
hiroden03,小人,,,350,小人：350円
hiroden02,大人,,,1000,"大人：1,000円"
hiroden02,小人,,,550,小人：550円
hiroden04,大人,,,1000,"大人：1,000円"
hiroden04,小人,,,550,小人：550円
hiroshima01,大人,,,1000,"大人：1,000円"
hiroshima01,大人,,,1500,"大人：1,500円"
hiroshima01,大人,,,2000,"大人：2,000円"
hiroshima02,大人,,,1000,"大人：1,000円"
hiroshima02,大人,,,1500,"大人：1,500円"
hiroshima02,大人,,,2000,"大人：2,000円"
hiroshima08,大人,,,4500,"大人：4,500円"
hiroden07,大人,,,440,大人：440円
hiroden07,小人,,,220,小人：220円
nishikigawa01,大人,,,2000,"大人：2,000円"
jrsikoku01,大人,,,18000,"大人：18,000円"
jrsikoku01,小人,,,9000,"小人：9,000円"
jrsikoku02,大人,,,23000,"大人：23,000円"
jrsikoku11,大人,,,4100,"大人：4,100円"
jrsikoku11,小人,,,2050,"小人：2,050円"
jrsikoku08,大人,,,2200,"大人：2,200円"
jrsikoku08,小人,,,1100,"小人：1,100円"
jrsikoku13,大人,,,4000,"大人：4,000円"
jrsikoku13,小人,,,2000,"小人：2,000円"
jrsikoku03,大人,,,12000,"大人：12,000円"
jrsikoku03,小人,,,6000,"小人：6,000円"
jrsikoku16,大人,,,2400,"大人：2,400円"
jrsikoku16,小人,,,1200,"小人：1,200円"
jrsikoku06,大人,,,15000,"大人：15,000円"
jrsikoku06,大人,,,12000,"大人：12,000円"
jrsikoku06,小人,,,6000,"小人：6,000円"
jrsikoku87,大人,,,5800,"大人：5,800円"
jrsikoku87,小人,,,2900,"小人：2,900円"
jrsikoku81,,,,12000,"12,000円"
tosakuro92,大人,,,2900,"大人：2,900円"
tosakuro92,小人,,,1450,"小人：1,450円"
jrsikoku67,大人,,,2000,"大人：2,000円"
jrsikoku67,小人,,,1000,"小人：1,000円"
jrsikoku101,大人,,,100000,"大人：100,000円"
jrsikoku66,大人,,,12000,"大人：12,000円"
jrsikoku66,小人,,,500,小人：500円
jrsikoku65,大人,,,2000,"大人：2,000円"
kotoden01,大人,,,1600,"大人：1,600円"
kotoden01,小人,,,800,小人：800円
kotoden03,大人,,,1300,"大人：1,300円"
kotoden04,大人,,,3800,"大人：3,800円"
kotoden09,大人,,,1700,"大人：1,700円"
kotoden09,小人,,,850,小人：850円
kotoden05,大人,,,3800,"大人：3,800円"
kotoden05,小人,,,2300,"小人：2,300円"
kotoden07,大人,,,1500,"大人：1,500円"
kotoden07,小人,,,750,小人：750円
kotoden08,大人,,,2800,"大人：2,800円"
kotoden08,小人,,,1400,"小人：1,400円"
kotoden84,大人,,,2500,"大人：2,500円"
kotoden10,大人,,,3500,"大人：3,500円"
kotoden81,大人,,,2200,"大人：2,200円"
kotoden81,中学生,,,1700,"中学生：1,700円"
kotoden81,小学生,,,1600,"小学生：1,600円"
kotoden82,大人,,,2500,"大人：2,500円"
kotoden82,中学生,,,2000,"中学生：2,000円"
kotoden82,小学生,,,1700,"小学生：1,700円"
iyotetu21,大人,,,2000,"大人：2,000円"
iyotetu21,小人,,,1000,"小人：1,000円"
iyotetu22,大人,,,2300,"大人：2,300円"
iyotetu22,小人,,,1150,"小人：1,150円"
tosaden01,大人,,,500,大人：500円
tosaden01,小人,,,250,小人：250円
tosaden03,大人,,,600,大人：600円
tosaden03,小人,,,300,小人：300円
tosaden02,大人,,,1000,"大人：1,000円"
tosaden02,小人,,,500,小人：500円
tosaden04,大人,,,1200,"大人：1,200円"
tosaden04,小人,,,600,小人：600円
tosaden05,大人,,,1800,"大人：1,800円"
tosaden05,小人,,,900,小人：900円
tosaden91,大人,,,2000,"大人：2,000円"
tosaden91,小人,,,1000,"小人：1,000円"
kurosio01,大人,,,2200,"大人：2,200円"
kurosio01,小人,,,1100,"小人：1,100円"
kurosio02,大人,,中村・宿毛線(全線),2080,"2,080円"
kurosio02,小人,,中村・宿毛線(全線),1040,"1,040円"
kurosio02,大人,,中村線(窪川〜中村),2600,"2,600円"
kurosio02,小人,,中村線(窪川〜中村),1300,"1,300円"
tosakuro81,大人,,,500,大人：500円
tosakuro81,小人,,,300,小人：300円
tosakuro96,大人,,,3000,"大人：3,000円"
tosakuro96,小人,,,1500,"小人：1,500円"
jrkyusyu01,大人,,,12000,"大人：12,000円"
jrkyusyu01,小人,,,12000,"小人：12,000円"
jrkyusyu01,大人,,,14000,"大人：14,000円"
jrkyusyu01,大人,,,13000,"大人：13,000円"
jrkyusyu81,大人,,,3700,"大人：3,700円"
jrkyusyu81,小人,,,1850,"小人：1,850円"
jrkyusyu08,大人,,,2670,"大人：2,670円"
jrkyusyu08,小人,,,1340,"小人：1,340円"
jrkyusyu91,大人,窓口発売,,15800,"15,800円"
jrkyusyu91,小人,窓口発売,,7900,"7,900円"
jrkyusyu91,大人,インターネット 列車予約発売,,14300,"14,300円"
jrkyusyu91,小人,インターネット 列車予約発売,,7150,"7,150円"
jrkyusyu61,大人,,,23000,"大人：2,3000円"
jrkyusyu61,小人,,,1150,"小人：1,150円"
minamiaso11,大人,,,2000,"大人：2,000円"
minamiaso12,大人,,,3200,"大人：3,200円"
jrkyusyu801,,,,22800,"22,800円"
jrkyusyu791,,,,11300,"11,300円"
jrkyusyu124,,,,22800,"22,800円"
jrkyusyu123,,,,11300,"11,300円"
jrkyusyu66,小人,,,100,小人：100円
jrkyusyu118,大人,,,500,大人：500円
jrkyusyu118,小人,,,250,小人：250円
jrkyusyu111,大人,,,3000,"大人：3,000円"
jrkyusyu111,小人,,,1500,"小人：1,500円"
jrkyusyu112,大人,,,4400,"大人：4,400円"
jrkyusyu112,小人,,,1820,"小人：1,820円"
jrkyusyu113,大人,,,1000,"大人：1,000円"
jrkyusyu113,小人,,,500,小人：500円
jrkyusyu114,大人,,,3100,"大人：3,100円"
jrkyusyu114,小人,,,2000,"小人：2,000円"
jrkyusyu115,大人,インターネット列車予約,,15000,"15,000円"
jrkyusyu115,小人,インターネット列車予約,,6000,"6,000円"
jrkyusyu115,大人,,my route,14500,"14,500円"
jrkyusyu51,大人,,,14300,"大人：14,300円"
jrkyusyu52,大人,,,3900,"大人：3,900円"
jrkyusyu121,大人,,,12000,"大人：12,000円"
jrkyusyu120,大人,,,3500,"大人：3,500円"
jrkyusyu120,小人,,,3500,"小人：3,500円"
jrkyusyu119,大人,,,3700,"大人：3,700円"
jrkyusyu119,小人,,,3700,"小人：3,700円"
jrkyusyu122,大人,,,2000,"大人：2,000円"
jrkyusyu122,小人,,,2000,"小人：2,000円"
jrkyusyu122,大人,,,3000,"大人：3,000円"
jrkyusyu122,小人,,,3000,"小人：3,000円"
jrkyusyu130,大人,,,9990,"大人：9,990円"
jrkyusyu130,小人,,,2990,"小人：2,990円"
jrkyusyu130,大人,,,10990,"大人：10,990円"
jrkyusyu130,小人,,,3990,"小人：3,990円"
jrkyusyu127,大人,,,3600,"大人：3,600円"
jrkyusyu127,大人,,,4950,"大人：4,950円"
jrkyusyu129,大人,,,10000,"大人：10,000円"
jrkyusyu129,小人,,,2000,"小人：2,000円"
jrkyusyu128,大人,,,10000,"大人：10,000円"
jrkyusyu128,小人,,,2000,"小人：2,000円"
jrkyusyu132,大人,,,3500,"大人：3,500円"
jrkyusyu132,小人,,,1500,"小人：1,500円"
jrkyusyu133,大人,,,1000,"大人：1,000円"
jrkyusyu133,小人,,,500,小人：500円
jrkyusyu116,大人,,,2990,"大人：2,990円"
jrkyusyu116,小人,,,1490,"小人：1,490円"
jrkyusyu116,大人,,,3990,"大人：3,990円"
jrkyusyu116,小人,,,1990,"小人：1,990円"
jrkyusyu116,大人,,,3190,"大人：3,190円"
jrkyusyu116,小人,,,1590,"小人：1,590円"
jrkyusyu116,大人,,,4190,"大人：4,190円"
jrkyusyu116,小人,,,2090,"小人：2,090円"
solaseed01,大人,,2日間,7100,"7,100円"
solaseed01,小人,,2日間,3600,"3,600円"
solaseed01,大人,,2日間,6390,"6,390円"
solaseed01,小人,,2日間,3240,"3,240円"
solaseed01,大人,,3日間,8400,"8,400円"
solaseed01,小人,,3日間,4200,"4,200円"
solaseed01,大人,,3日間,7560,"7,560円"
solaseed01,小人,,3日間,3780,"3,780円"
solaseed02,大人,,2日間,9600,"9,600円"
solaseed02,小人,,2日間,4800,"4,800円"
solaseed02,大人,,2日間,8640,"8,640円"
solaseed02,小人,,2日間,4320,"4,320円"
solaseed02,大人,,3日間,10900,"10,900円"
solaseed02,小人,,3日間,5500,"5,500円"
solaseed02,大人,,3日間,9810,"9,810円"
solaseed02,小人,,3日間,4950,"4,950円"
solaseed03,大人,,2日間,10200,"10,200円"
solaseed03,小人,,2日間,5100,"5,100円"
solaseed03,大人,,2日間,9180,"9,180円"
solaseed03,小人,,2日間,4590,"4,590円"
solaseed03,大人,,3日間,11000,"11,000円"
solaseed03,小人,,3日間,5500,"5,500円"
solaseed03,大人,,3日間,9900,"9,900円"
solaseed03,小人,,3日間,4950,"4,950円"
solaseed04,大人,,2日間,12400,"12,400円"
solaseed04,小人,,2日間,6200,"6,200円"
solaseed04,大人,,2日間,11160,"11,160円"
solaseed04,小人,,2日間,5580,"5,580円"
solaseed04,大人,,3日間,13800,"13,800円"
solaseed04,小人,,3日間,6900,"6,900円"
solaseed04,大人,,3日間,12420,"12,420円"
solaseed04,小人,,3日間,6210,"6,210円"
solaseed05,大人,,3日間,36100,"36,100円"
solaseed05,小人,,3日間,18100,"18,100円"
solaseed05,大人,,3日間,32490,"32,490円"
solaseed05,小人,,3日間,16290,"16,290円"
solaseed05,大人,,4日間,37400,"37,400円"
solaseed05,小人,,4日間,18700,"18,700円"
solaseed05,大人,,4日間,33660,"33,660円"
solaseed05,小人,,4日間,16830,"16,830円"
solaseed05,大人,,5日間,38700,"38,700円"
solaseed05,小人,,5日間,19400,"19,400円"
solaseed05,大人,,5日間,34830,"34,830円"
solaseed05,小人,,5日間,17460,"17,460円"
solaseed06,大人,,2日間,3500,"3,500円"
solaseed06,小人,,2日間,1500,"1,500円"
solaseed06,大人,,2日間,3150,"3,150円"
solaseed06,小人,,2日間,1350,"1,350円"
nishitetu81,大人,,,2980,"大人：2,980円"
nishitetu81,小人,,,1490,"小人：1,490円"
nishitetu21,大人,,,820,大人：820円
nishitetu21,小人,,,420,小人：420円
nishitetu84,大人,,,2800,"大人：2,800円"
nishitetu84,小人,,,1400,"小人：1,400円"
kitamono01,大人,,,800,大人：800円
kitamono01,小人,,,400,小人：400円
chikuchiku91,大人,,,1600,"大人：1,600円"
chikuchiku91,小人,,,800,小人：800円
chikutetsu01,大人,,,920,大人：920円
chikutetsu01,小人,,,460,小人：460円
fukuoka01,大人,,,640,大人：640円
fukuoka01,小人,,,320,小人：320円
fukuoka15,,,,1000,"1,000円"
fukuoka16,,,,800,800円
fukuoka94,小人,,,100,小人：100円
tikuho02,大人,,,1500,"大人：1,500円"
tikuho02,小人,,,800,小人：800円
mojiko,大人,,,1000,"大人：1,000円"
mojiko,小人,,,500,小人：500円
tikuho93,大人,,,1000,"大人：1,000円"
amatetu01,大人,,,860,大人：860円
amatetu01,小人,,,430,小人：430円
matuura01,大人,,,2500,"大人：2,500円"
matuura01,小人,,,500,小人：500円
matuura04,大人,,,4000,"大人：4,000円"
matuura04,小人,,,2000,"小人：2,000円"
matuura03,大人,,,1500,"大人：1,500円"
matuura81,大人,,,3000,"大人：3,000円"
matuura82,大人,,,500,大人：500円
sasebo,大人,,,500,大人：500円
sasebo,小人,,,250,小人：250円
matuura83,小人,,,100,小人：100円
nagasaki01,大人,,,600,大人：600円
nagasaki01,小人,,,300,小人：300円
nagasaki02,大人,,,700,大人：700円
nagasaki02,小人,,,350,小人：350円
nagasaki04,大人,,,1000,"大人：1,000円"
nagasaki92,大人,,,1400,"大人：1,400円"
nagasaki92,小人,,,700,小人：700円
nagasaki93,大人,,,840,大人：840円
nagasaki93,小人,,,420,小人：420円
nagasaki91,中学生,,,4680,"中学生：4,680円"
nagasaki91,小人,,,2160,"小人：2,160円"
simabara07,大人,,,3700,"大人：3,700円"
simabara12,,,,1500,"小・中・高生：1,500円"
simabara91,大人,,,3800,"大人：3,800円"
kumamoto01,大人,,,800,大人：800円
kumamoto01,大人,,,1000,"大人：1,000円"
kumamoto01,大人,,,2200,"大人：2,200円"
kumamoto03,大人,,,800,大人：800円
kumamoto03,大人,,,1000,"大人：1,000円"
kumamoto03,大人,,,2200,"大人：2,200円"
kumamoto91,小人,,,1000,"小人：1,000円"
kumamotoshi01,大人,,,700,大人：700円
kumamotoshi01,小人,,,350,小人：350円
kumamotoshi03,大人,,,500,大人：500円
kumamotoshi03,小人,,,250,小人：250円
kumamotoshi02,大人,,,600,大人：600円
kumamotoshi02,小人,,,300,小人：300円
kumaden93,大人,,,900,大人：900円
minamiaso01,大人,,,1200,"大人：1,200円"
minamiaso03,大人,,,1200,"大人：1,200円"
kumagawa95,大人,,,2000,"大人：2,000円"
kumagawa95,小人,,,1000,"小人：1,000円"
kumagawa11,大人,,,1200,"大人：1,200円"
kumagawa11,小人,,,600,小人：600円
kumagawa84,大人,,,900,大人：900円
kumagawa84,小人,,,450,小人：450円
kumagawa93,大人,,,1200,"大人：1,200円"
kumagawa94,大人,,,500,大人：500円
kumagawa94,小人,,,100,小人：100円
orange02,大人,,,3000,"大人：3,000円"
orange02,小人,,,1500,"小人：1,500円"
orange06,大人,,,3000,"大人：3,000円"
orange06,大人,,,7000,"大人：7,000円"
orange03,大人,,,2200,"大人：2,200円"
kagosima01,大人,,,600,大人：600円
kagosima01,小人,,,300,小人：300円
kagosima04,大人,,,800,大人：800円
kagosima04,小人,,,400,小人：400円
kagosima03,大人,,１日券,1300,"1,300円"
kagosima03,小人,,１日券,650,650円
kagosima03,大人,,２日券,1900,"1,900円"
kagosima03,小人,,２日券,950,950円
kagosima05,大人,,,300,大人：300円
kagosima81,大人,,,250,大人：250円
kagosima81,小人,,,120,小人：120円
kagosima02,中学生,,,4200,"中学生：4,200円"
kagosima02,小学生,,,2100,"小学生：2,100円"
yuirail01,大人,,,1000,"大人：1,000円"
yuirail01,小人,,,500,小人：500円
yuirail01,大人,,,1800,"大人：1,800円"
yuirail01,小人,,,900,小人：900円
yuirail02,大人,,,1500,"大人：1,500円"
yuirail02,小人,,,750,小人：750円
yuirail51,大人,,,1000,"大人：1,000円"
yuirail52,大人,,,800,大人 800円
yuirail53,大人,,,1800,"大人：1,800円"
yuirail54,大人,,,600,大人：600円
yuirail55,大人,,,1000,"大人：1,000円"
